author_id,id_paper
250880137,2178190663
90779428,39885442
90779428,1401483753
90779428,2064810169
90779428,2111725332
90779428,16286395
90779428,2057774115
90779428,48850213
90779428,1437883252
90779428,47167671
90779428,49453978
90779428,2077054995
90779428,5698786
90779428,5303727
90779428,16000858
90779428,1401979402
86313323,14787547
86313323,90631356
130437295,70221731
154640820,48043646
154640820,2390222
154640820,143660061
154640820,3043020
154640820,11260583
154640820,6753816
46957914,1746106
46957914,10788360
46957914,152517077
46957914,134522400
46957914,6769828
9157857,12897022
125961332,100818821
125961332,48817769
37740332,49336401
37740332,5971899
37740332,47094714
195770583,2152505718
195770583,144187518
195770583,94930603
195770583,47629098
173858199,143892208
58698005,67028968
58698005,3434122
58698005,2059074289
4689269,12318658
4689269,5622274
155741816,119795265
155741816,121289369
155741816,80800118
155741816,119821651
227094375,144494067
227094375,6920121
227094375,144019706
227094375,1793736
227094375,3579114
227094375,30386194
227094375,4092855
227094375,144307147
227094375,7631110
236900662,69467973
81727670,145812135
81727670,2095242
81727670,31492756
81727670,2713264
81727670,34841172
81727670,80652046
81727670,144954841
81727670,153191643
81727670,87615583
108229363,145123910
108229363,97685964
237486848,50325123
237486848,5591544
9995084,2355895
12385015,5472970
12385015,152471680
12385015,145862393
19562678,6282927
17012664,2438055
17012664,143854007
94126380,49579069
218079095,145946706
135359786,29438618
135359786,31053822
135359786,31243966
135359786,97326474
135359786,31394041
135359786,144512476
131452651,89848757
131452651,50507940
131452651,48705722
821454,2059536148
821454,14201076
821454,47720754
821454,2644247
22680428,2405670
188542423,1403568909
188542423,29956167
188542423,2110855585
94597918,2154040663
94597918,3812826
94597918,13040167
94597918,145341138
244449421,2141482507
270120785,2248355954
270120785,14716531
270120785,2303823115
270120785,34709088
270120785,3942111
233608522,89647522
233608522,96897934
233608522,40574133
276240962,2144043214
276240962,2064490205
276240962,2237852217
276240962,2159091481
11253311,153891316
11253311,4038708
11253311,6994391
11253311,145983991
91847217,91812124
195967602,1401273420
181986676,69428441
181986676,94865927
1272980,152906453
1272980,50618873
1272980,2107338900
1272980,2107422821
1272980,46977347
262195095,2244482821
262195095,10362010
262195095,82582839
262195095,92298495
262195095,2244492568
11281260,144352362
11281260,2879007
21033558,4188863
21033558,3986628
21033558,6304372
21033558,32077098
21033558,35044080
21033558,2082808341
90048111,3133589
90048111,1793830
90048111,3950608
90048111,6632587
112731969,152260723
23750623,32366446
23750623,4556602
90905740,20186777
197383395,48536624
130239324,2807150
130239324,46793458
130239324,48080291
270762268,2308979159
270762268,2281418955
270762268,2152372663
270762268,2280588836
270762268,2244770279
270762268,9834604
270762268,9926076
68907658,2053271263
68907658,32549707
68907658,31552568
68907658,3397099
185792436,122641979
173705177,134848666
173705177,100555316
173705177,133979112
173705177,49098113
173705177,34768392
107061362,35127579
107061362,69474723
224922521,4387990
224922521,71914911
224922521,115420842
224922521,116213854
19464545,4412872
19464545,12374866
122618069,92656516
264045200,2258065431
235376510,100478783
102770424,47422576
102770424,10709761
102770424,1725636
102770424,4189354
102770424,145922712
102770424,35656009
102770424,49295633
102770424,40439605
102770424,143866989
108696045,97347659
144617992,2143083
249434685,4083581
249434685,1671234523
86493820,4869158
153372678,6208680
199341498,2080890170
15143374,2112664892
15143374,1711791
15143374,2116458926
220632530,153254948
220632530,144458698
220632530,144843901
95706601,91397112
260761391,144740107
206992014,34855076
206992014,15784932
206992014,1398708556
206992014,14158039
206992014,12521505
22676250,1382485304
22676250,3785195
22676250,153298126
22676250,3238756
100981771,4442357
6769581,33805706
6769581,2803310
177479510,102302917
123615813,30926752
20578947,2134077
20578947,2411539
58894083,2085585483
93866858,15768942
93866858,15814698
95839847,50416592
212001742,91286905
212001742,1519581397
212001742,117889540
212001742,1519599869
212001742,1519599956
212001742,113783429
212001742,104090208
212001742,30834435
212001742,1519581190
212001742,2074799921
155784084,82709504
127935133,79987199
248442242,2082928775
248442242,2060290756
193118703,72107884
234664153,69920915
24807572,2865426
24807572,12815305
24807572,2266014
94452909,9947918
94452909,143821018
94452909,40631102
94452909,2255692
133984442,3321544
133984442,34621533
257434583,2136376768
257434583,2004414419
257434583,115208069
257434583,2211142303
257434583,1581501626
257434583,40772603
257434583,2099467507
148744878,3045077
148744878,2739167
148744878,144108322
174305888,114450822
174305888,135517666
3355507,3560383
117544639,30855375
177869425,136103841
177869425,135408631
177869425,135597837
117106338,84211579
117106338,115062084
117106338,52478223
242361599,2138959057
242361599,94994233
242361599,31081519
242361599,2138956017
225516839,3846239
225516839,3720633
225516839,40993096
225516839,92688517
225516839,3731891
32185536,8329446
32185536,47365676
133690002,108557431
133690002,116185712
133690002,74925626
133690002,74077764
133690002,83668549
133690002,66051686
245123611,1847400
78371357,2741575
78371357,1399577732
78371357,2096938285
78371357,73034820
157348934,30918119
157348934,1398930353
157348934,123099023
261420609,14463673
261420609,2237425123
175258571,81433154
175258571,73991353
267535559,2283172727
267535559,2283256528
270767331,2308487196
270767331,2308490924
268855060,117438386
268855060,47538736
268855060,2239189028
38116587,38954494
38116587,152156255
38116587,48817612
38116587,1393760146
38116587,50485336
19255658,2112227210
19255658,38840570
19255658,38840570
19255658,2151811077
19255658,2151811077
19255658,2143125809
19255658,145121529
19255658,2046683816
19255658,2046683816
19255658,2256596218
221091574,9205229
221091574,1941421
224887336,9238083
224887336,17308655
224887336,2108126435
224887336,2075362860
224887336,2052829450
224887336,82301449
224887336,1694083771
25563630,153733134
25563630,2241502972
17085949,87393456
44423388,3786061
44423388,47044099
44423388,46693493
44423388,5398812
44423388,50454977
44423388,3634701
44423388,1432336369
44423388,2116377184
44423388,144302636
44423388,145865822
85573868,2113973549
85573868,10120059
183026403,148613296
183026403,135021835
183026403,148560008
258299811,2143717163
258299811,2183449280
258299811,145490521
258299811,145588664
42125579,50071951
42125579,3644132
15128411,2057890878
15128411,5506522
15128411,1438982375
15128411,2081896007
15128411,7527478
22704506,2175140
34163864,48365134
58105514,11245183
227142366,145330884
227142366,47625114
122855906,93443154
122855906,49217355
122855906,9793911
229342598,46582436
8288935,7530274
8288935,48642642
8288935,16331921
8288935,3420411
8288935,48318169
8288935,8098578
8288935,1889019
8288935,2590173
8288935,2407493
147480211,122575812
147480211,152323938
238580031,1398706318
238580031,13093031
238580031,2131851654
238580031,2050941156
238580031,40576291
238580031,1589050093
149435653,152328145
149435653,13727053
237695639,2128566615
237695639,2089241772
237695639,2128549130
98808134,5677716
98808134,3997894
265466194,2264103931
22001349,2288862808
22001349,2212555
22001349,2335695467
125740668,31309120
126180090,93277349
126180090,97238321
126180090,88602800
129052524,144108545
129052524,36163013
129052524,104977420
25205283,1401466788
209773590,2114133149
209773590,51174839
209773590,2144447221
263743007,89312336
263743007,2117477952
263743007,31405460
263743007,1396291773
263743007,2179098496
263743007,2140477162
263743007,34211822
263743007,2175799289
263743007,1818702309
263743007,2274860109
263743007,122718032
263743007,2242918047
263743007,2055551759
263743007,2248753175
274429381,2333279683
274429381,2333282875
274429381,2333279678
96546314,143888045
204450569,1381407135
165684943,72047482
165684943,71471035
85890370,88117290
237907493,46279308
237907493,114814384
2835443,5215834
114693316,88554529
114693316,46177705
114693316,2077177184
114693316,147251436
123567697,2092947
268108434,2288696171
268108434,72238927
32672932,2107177165
32672932,144408384
32672932,10392791
32672932,3007451
32672932,145399700
248181005,2112389494
248181005,51015723
248181005,2108930908
248181005,2143464459
248181005,2113508404
248181005,5392565
72929008,2942306
72929008,48462846
72929008,46925697
72929008,2472260
72929008,3505951
54465408,52169788
54465408,2206680
135256369,2090427136
259059794,67139125
259059794,2219486730
222963618,1665808785
222963618,72036780
218288923,2097857968
218288923,90321135
218288923,2002556221
218288923,67280122
218288923,1665875024
218288923,1474073167
182688288,2068431675
182688288,2061126963
182688288,50671047
182688288,50162618
259620999,48218911
259620999,49219157
259620999,50530219
72419074,39535622
72419074,8140599
253631418,2153648320
253631418,2191370418
253631418,2116725650
253631418,2921361
37190486,16187264
44340747,4282875
44340747,4362545
54887495,82378037
54887495,118237142
243129259,2139273526
243129259,2139274067
243129259,1664948078
125189044,3173643
125189044,71464544
125189044,7504938
125189044,73536785
125189044,72334444
125189044,71023390
125189044,71214850
152490285,74315853
152490285,69437145
163001731,122229363
167078060,119112196
167078060,145111704
167078060,66435081
167078060,2604452
167078060,2076086704
167078060,12798660
167078060,144158908
70557584,2853634
68201429,4421779
95184218,144686336
17090623,1401717800
211898089,1519036988
161183449,122284708
161183449,2052570056
161183449,121489817
161183449,121078491
161183449,123142159
161183449,1484818324
187727042,71401357
269369992,2298340876
233999098,47824773
233999098,47153494
233999098,48579444
233999098,2153632781
233999098,4261557
233999098,2109976638
233999098,1766338
233999098,47995551
93165633,35201767
239684302,144914369
239684302,37001809
239684302,118428254
212066202,52640625
26233313,2136058
26233313,121900557
84025551,88482023
84025551,153197765
84025551,2940610
84025551,46283061
84025551,1396790489
84025551,6297147
93058293,92329319
213329507,12383452
213329507,2440544
213329507,107997599
269215392,2297199414
269215392,2297202062
269215392,2286912121
27393492,2613702
27393492,28595020
27393492,4370564
27393492,5175315
27393492,32744850
27393492,2305421
27393492,2467758
248929685,2118776631
248929685,49835828
268815246,2294321915
268815246,2294296795
268815246,2281781289
249490365,1470718003
249490365,38400370
249490365,3689018
58563142,35355670
58563142,8382139
58563142,5374020
58563142,2072336595
58563142,4350599
58563142,7968601
58563142,143933135
58563142,4132134
58563142,145558033
58563142,4829853
58563142,11676348
207818408,2139160959
207818408,49048431
207818408,2157169412
207818408,2153578242
207818408,2108897111
207818408,51456805
35432900,34936522
35432900,13736848
35432900,4310848
35432900,88210256
83959393,152706915
83959393,88395675
83959393,35395003
148677424,1798953991
148677424,1403990363
148677424,8940634
262989515,73125554
262989515,97473981
262989515,2247568687
120421105,40212133
267105881,1576100010
267105881,1390757656
267105881,2118022420
267105881,2161071228
267105881,48568563
267105881,30845157
267105881,39948512
197987146,151308598
197987146,92886150
197987146,93030505
197987146,93327683
168943406,144788714
158049062,70216303
25949876,2072394895
34881193,15560058
34881193,16320820
34881193,92608242
248644976,2008235946
248644976,2002078
248644976,2927138
248644976,3382061
248644976,153461765
248644976,145715893
262106835,5715526
90270929,89916794
90270929,66243868
90270929,80341547
57817622,67169957
226214159,2254227624
226214159,82978423
226214159,2021759634
226214159,7399210
226214159,79878511
226214159,107615985
226214159,74443202
129206037,145663398
167028217,2060819266
204699945,1393438448
204699945,1716221
204699945,46430569
204699945,15284229
204699945,145462555
204699945,48561086
204699945,47956125
204699945,90973147
38582881,113408184
38582881,2107474245
38582881,47976387
38582881,2074050
117084740,103020627
130092449,94499479
9058054,48568435
9058054,2152505301
9058054,6335001
9058054,7549518
9058054,6460313
9058054,2153689282
9058054,2152960617
9058054,10717984
9058054,49754981
9058054,4259767
9058054,4976873
9058054,143983577
56431098,2079416662
56431098,83266650
56431098,2103254236
181897323,2045448163
197825687,117919579
197825687,105041044
197825687,119266561
