author_id,author_name
2055858957,S. Ghoshal
91004341,J. F. Rhoades
49295633,S. Kusaka
93000047,Maida H. Saleem
2054409076,Sonia Richardson
2109106678,Helen Kim
2081139097,C. H. Langford
135429037,包铭新
144467094,D. Dimitrov
145435311,Ronald N. Jones
88113946,D. Lime
11922079,Dalit Rechavi
40549118,Naoki Ogiwara
5530191,B. Carr
98635401,尹在碩
15441561,Y. Kohno
2211646071,Christina Tan
153896010,C. Bradley
134848666,V. R. Rokityanskii
117344797,제랄드 엠. 프라이드만
11960796,Sheldon Rodrigo Botogoski
3127501,H. Sever
120684120,M. Aslanzadeh
2215366841,Kory Arsenault
52590376,رضا رستمی
3003920,N. Melão
2159091481,Hyoung Seop Kim
47314054,D. McLaughlin
1390005409,G. Castellanos-Domínguez
50010010,N. Tokuda
108651627,V. Ruiz
2032434040,Натрошвили Илья Гивиевич
92048430,R. Keltie
2081524984,C. S. Zickel
2076086704,D. Ash
7365216,J. Hanselmann
9057010,M. Assaad
1441229114,斯特凡·蒙德洛斯
4112577,L. Dellve
2310237992,Magdalena Fuchs
2115609346,Sang A Park
4662292,A. Tomás
66034194,M. Mcconkie
117561971,岩岡 信一
81473943,B. Lee
97326474,M. Kutchenreiter
38400370,T. Choudhary
1404553126,S. Gauthier-Rahman
2084050338,G. F. Brobmann
46350682,M. Sarfraz
71587835,成剑
5585216,N. Alwahaibi
123010529,L. Luque
2098374099,Ting Hu
97369195,A. Tkaczyk
13277720,Sandra Mensinger
31309120,E. W. Davis
136681953,雨夜 光治
122682663,A. Conde
4934915,Yutaka Osada
91512929,F. Kehrmann
38431124,K. Finucane
3747551,A. Tzankov
2115381208,J. Wilson
10709761,Jingui Duan
2244492568,Dostmorad Zafari
66032269,Bandar Tun Razak
1793736,C. Kudla
39036122,Hannah Parks
144593059,G. Johnson
81187046,K. Nishioka
47409590,T. Zou
119791910,Lothar Perlitt
2033474,Niket K. Patwardhan
2921361,Yuming Peng
2110315675,John Taylor
1484341853,Y. GeninF
2103948636,Li Rujiang
2231488481,Carlos Hornero
7793905,E. Curtoni
5771127,M. Kilbane
38855725,F. Fernández
2056954112,M. Maier
1396114879,W. Cozens
30686890,Jens Heuer
2085585483,Ioana Bumbeneci
12688561,R. Janev
122282260,Golubtsov Aleksandr Nikolaevich
89567631,X. Gong
2247568687,Bianca Ukita Monteiro
90973147,M. V. Barbarossa
71594875,宮川 輝之
4616779,Hanna Voytovych
119144450,吉田 恒雄
2206094482,Young Sik Lee
2116198682,Yuqi Li
2114014516,Alan H. S. Chan
32139419,J. Verani
1678536863,Tiara Tamsin Hesti
2280208274,Hafiz Obaidullah
2164782645,Li Deng
152605875,B. Albini
117889540,ヤスオ ハタテ
80717184,C. Fiore
46203851,A. Sanjose
48438038,Lin Xiao
145526526,E. Tomás
87388734,永田 啓一
2899668,M. I. Chidean
2075540909,L. M. M. Montiel
2107218392,A. Thomas
2055168419,Bruce King
48031701,A. Kimball
50135873,Xiaohua Hou
2266113,A. Rathore
5971899,M. Trentowska
31904114,B. Bush
100759722,Nindya Ayu Feferianita
143866989,S. Kitagawa
1441228220,卡斯滕·赖斯纳
145610600,S. Rao
148896033,ロペスハラ サンティアゴ
104248358,Thibaut Massart
4160310,M. Le Borgne
16970360,L. Kreuz
1753412911,Josefa Ceurremans
78490474,백운일
135415257,前田英昭
91004305,J. Pestman
35656009,Hongliang Lyu
134723662,S. Ishikawa
144297974,P. Freitas
145098668,B. Shen
117632268,P. Chisté
89629691,J. A. Núñez
2241715116,M. Parvinen
87946697,Karine Carufel
70033533,Enrique Arribas Garde
5850175,Alexander J. Whittam
48312307,Ryo Kanada
98293413,John G. Fernald
135144833,공형훈
107808191,A. Hellegouarch
2072801793,Vinod S. S. Chandra
1965271,H. Keller
2038007370,Paulina Zarodkiewicz
146148705,Autoria Oficial
5180322,C. Gounou
8098578,R. Mége
40143382,Pramesh Kumar
1398708556,Gökcen Acı
8083753,N. Haywood
1442214443,R. Todd Ogden
2256785379,Hongli Li
2108379601,L.-M. Chen
15998380,E. Rajaonarivelo
1413910161,K. Lindahl-Kiessling
40098913,G. Zoppellaro
114061121,A. Gaskill
50434424,D. Bruch
2157554134,Tomy Q. Chen
5169783,Danial Saleem
3357422,Zafer Bolat
5867630,P. Fuld
103453131,陈艳英
2294136787,Avery Sabeta
47690681,Alan Brown
2016107,V. R. Kotamraju
2082928775,E. Khikmawati
2213598763,T. B. Chowdary
1749906,Vincent Conitzer
38541261,Lilian S. Teixeira
2078092809,황현식
2578200,H. Goldstein
117492237,M. V. Rodríguez
87432709,Y. Ago
152786246,M. Goncalves
1800837,Shin-ya Abe
40457327,Thomas L. Spencer
3329468,Panagiotis Psomos
1382485304,S. Richard-Devantoy
145909310,K. Ogawa
2273117337,James F. Sumowski
2079878204,Bjarte Askeland
49709812,A. Lettieri
2872120,S. Jakhesara
135993570,杨景宇
46912460,P. Ghosh
144154444,Marcus Hutter
30747581,A. Freitas
121191344,곽대종
2570164,M. Washburn
6444520,M. Jachymová
143634377,H. Levesque
2137518584,E. S. Karpova
145791681,Jeremy Lawrence
102884703,伊藤 好孝
136729496,高野 清弘
69895144,Deddy Prayama
118237142,Chiara Rosazza Bondibene
92370623,Pier Luigi Zampetti
3794081,S. Apryatin
122870341,K. Nagashima
88602800,J. Guilhaumou
145588664,Yun Cai
1409186820,N. J. Miller-Ihli
4211999,F. Sattari
2319191558,Yi Zeng
27586929,M. Godon
2177747545,Zhang Li-Chun
48080291,K. Freeman
101750964,C. Jais
2094517158,直樹 松田
6749772,V. Galloro
2111985209,Jie Lyu
4794790,L. Vergara
47212003,Yixuan Zeng
1397329727,Nadja Iskandarova
145638396,David R. Mayhew
2082252273,D. Septiadi
71183657,전덕조
46682750,G. Bellinger
115485011,A. Small
2088094,L. Foster
2110833944,Lei Sun
39901083,A. Morozov
2335904277,Stefan Costin Atitienei
91286823,T. Anno
144247979,R. Stacey
114450822,小池 光
39752297,Qiang Chen
3154528,A. T. Yalta
119728534,Kwanou Kim
40182326,J. Bittencourt
1716221,E. Kostina
2005233435,S. Suleman
1415794989,Helga Krüger-Kirn
8192040,T. Lukina
27483445,J. Goy
1489046327,N. Saravanan
47538736,J. Greenberg
144088938,J. Fontaine
6361212,P. Lyden
118777620,Bob Razer
145009782,M. Kondoh
67214229,Jiang Liping
40529900,J. Bowditch
2044526843,Natália Nichele Barbosa
2143798282,Muhammad Irfan
2957888,T. Lwin
2073205356,Silvio Aime
2257125231,Lidi Lei
153575474,Shibasis Roy
101678206,B. Grammaticos
93098554,Y. Blain
82493065,Н В Зайцева
1379643414,B. Kwon
2116377184,Varinder P. Singh
8940634,Fuhui Tong
3141690,A. Kanellis
40696462,D. Lambert
2310237266,Alexander Valentinitsch
143731916,N. Stepanenko
2297844908,Vicky Xu
2183896040,Paçin Dere Rahime
72950341,张丽娜
3386743,D. Langley
2058863189,S. Coffey
8689838,Sachin C. Gondhalekar
151505208,T. R. de Melo
145739751,M. Beattie
152265912,Smith Db
5280127,S. McCaw
87899195,D. Brodie
136746956,鲁雁南
145336775,D. Garcia
2267464375,A. Graeme Auld
2111726298,Jiaxin Lian
69873704,J. Litster
48664757,W. Sommer
144302636,M. Leon
,"V. Palomar García, F. Abdulghani Martínez, E. Bodet A"
34646017,F. Hudson
144922356,D. Muller
1801869,G. Hankey
91578499,E. Fearnley
4188863,Gianni Petrocelli
2068675680,V. Ho
2074479289,P. Schor
120366343,B. Poore
46522812,Xia Liu
1383477865,Agatha Hanna Clarissa
3830421,D. Reas
145075314,G. Giebel
1403938284,Yoon Hee-Yoon
2096938285,R. Kataishi
47976387,H. Yaguchi
100757412,Regina Helena
8892048,H. Green
91527608,Y. Steklenev
48348828,K. Hörmann
83354405,R. Dwane
97582806,A. Moritz
49970282,Zhengjia Li
38097494,Sergei Bibikov
32077098,M. Gaspari
2095242,J. Mullet
46177705,F. Weber
31432656,L. Kao
153451254,J. Qin
104386206,吴凡
118547369,Chantal Lanthier
2068425758,H. Tuczek
3946703,J. Civis
2191037537,Y. Yao
2099302932,Wan Azman Wan Ismail
38336053,Lingyang Song
144928976,J. V. Dijk
39911012,Ulla-Karin Schön
31918689,W. Andersen
2217631955,Shafyrna Zulkeffleey
2280903734,Sijie Zhou
2728164,L. Nyborg
103351472,P. Breidt
46474380,R. G. Vleeming
136433190,芮章龙
33944941,J. Links
144843901,Ken S. McAllister
136103841,正志 川西
2097559877,Wang Yue-bing
1401889658,E. Szafer-Glusman
1389687773,A. Cruz-Jentoft
143624416,A. Viswanathan
4538775,D. Belic
145330884,D. Ni
11675572,K. Kaňková
38138012,R. Bartholomew
4897385,M. Rutkowska
6027670,L. Rye
115231920,Гайдук Сергей Сергеевич
144292452,T. Koh
47607356,Jan Bourgois
2117799029,Yi-Suk Kim
2091508864,P. Gennaro
2032434101,Прудков Михаил Иосифович
2099238155,N. Milanovich
2061584857,C. Jaeger
2243827400,II Adeosun
153459584,Thaynara Silva dos Anjos
83791131,S. Hong
145141385,D. Evans
4189354,S. Noro
39353727,A. Naess
9674411,W. Bergler
30464709,J. Touboul
2219679517,Zhengyu Zhao
107909036,W. V. D. Wolf
149147728,李寿田
95580962,Anindityo Budi
5796204,R. Katzman
2053270225,S. D. Souza
153468165,Bernhard-Christian Frenzel
123279063,Wenzel Radolt
3816237,A. Fuyuhiro
2282752,L. Quinn
4881755,A. B. Tepole
145691035,A. Bianchi
2147061116,A. Saha
2299931243,R. L. Yoda
152406718,H. Zwart
5732934,M. Erbajeva
1432551785,Ivana Đurić-Filipović
48444054,R. S. Garcés
34682692,A. Moulin
2276432256,Hassan Naderi
2105636539,J. Suzuki
31915056,J. Kusek
2109266904,Aditya Sharma
1395994640,D. Boycov
1414672641,マルタン・ボノー
2257340151,Maryam Dehghan
40400624,Xiaofang Wang
5601835,L. Cantley
2002556221,姚琳
1725301,M. T. Draney
145500527,Wenming Ma
31919540,Alex Aw
102386464,F. Riedel
118696679,J. Boardman
2284128,Nazih Elderini
102791148,中谷 実
92302505,C. Castro
37230476,A. Prado
2264621714,Jayanta Sarkar
1391937384,Brian E. Oeffinger
153739056,C. Courtillot
2075885517,Z. Wenjuan
7680456,J. V. van Amerongen
1665875024,林丰妹
2310088625,Hao Lei
108324393,Faqiu Liu
46719668,T. Simon
5785529,Monalisa Hui
4362545,R. Laufs
114870258,Marguerite Landgrebe
115923283,Heinz Reiner Schnettler
31520104,Philip N. Brown
40427851,U. Rafique
2106087790,Jeff T. Fitzgerald
92886150,Вальдемар Вуйцик
6999863,J. Sofos
2295177028,Peter Roberts
3513170,W. McCluggage
144865515,S. Nasiri
145473912,T. B. Sidorova
5430271,L. Sehn
52033711,Kulvir S. Bhogal
15089275,A. Donazzi
144129345,C. Ribeiro
2077385994,Wang Huaping
4083753,E. Engeda
46925697,R. Veelken
5300923,S. Zullino
145815723,T. N. Lucas
119765789,Salazar Romero
5288500,G. Scholes
118286562,成海钟
3254426,G. Pierce
67042657,Mimura Hidenori
70077451,Ulpah Andayani
15742558,Dong-mei Fang
50671047,Hiroo Kenzaki
87408384,M. Mendelson
2298340597,Serkan Arslan
66187314,张家骥
48677978,A. Zapalska
134133878,J. Bauermeister
21401096,A. J. Petit
1799925,R. Manka
1393438448,Anja Bettendorf
2225435,R. Gascoyne
35135440,Marcia Regina Santana Pereira
119194681,P. Winn
66935874,이주근
1519599956,タカシ マキセ
2333282875,Jaqueline Nahir Filipe
97439533,M. Abriel
2107177165,M. Hossain
17769222,L. Luo
73166409,F. Jazebi
144220060,R. Wenger
2113887125,L. Engel
2292527151,Ahmed Saleh
91528345,S. M. Ghaemmaghami
31317147,S. Basu
117778081,近藤 啓之
133820033,D. Catán
117951873,L. de la Revilla
39948512,Tiegen Liu
135770808,川村 佳一
34841172,H. Nguyen
2143264346,Jodie A Dionne
72107884,Masahiro Bunya
2097447459,Kelue oau6eW
47422576,Qianqian Li
2049937336,Laura Calvet
94058540,A. Ferrantelli
80985477,R. Albrecht
2108042224,Yi-sheng Liu
11641452,Đorđe Filipović
145263159,M. Fujita
2092329343,Otilia Ivan
143664616,S. Balakumar
3036896,A. Wilkinson
88077491,隆島 史夫
71123198,安部 孝文
2055268890,L. Franco
148700485,حسان هشام حسان هشام
121854358,H. Relton
14187391,Daniel G Mareck
2091265,P. Bonfante
5796467,V. Zanardo
107615985,R. Yeboah
16252009,Mirko Đurović
50662353,A. Rimsky
72502972,Chen Xiu-lin
122446014,Shimada Kozo
134422750,M. Levi
1390757656,Kun Liu
1401550510,Rosa M. Gonzalez-Guarda
2241502972,Derek Ogston
2278256376,Ivy Cheng
143648538,M. S. Amin
2267278623,Brian Dobbins
1453636378,王伟芳（综述）
3641792,K. Frankena
2299520,S. Sevastianov
1403990363,Rafael Lara-Alecio
31158540,T. Ikari
2059536148,Åsa Olsson
2348620115,Ahmad Hadi Prabowo
2269939602,J. W. Davies
1889019,C. Lim
52007597,Temesgen Getaneh
4951922,D. Jo
3626231,W. Curry
52542735,Sharma Vn
49268525,Y. Peri
2113973549,J. Davidson
90392727,竹下 亮
101355119,Yoo-Suk Byon
66941971,김민지
73415167,Умида Салиевна Рахимова
134356350,M. Ayachi
2654476,Gwang-Gook Lee
46375910,E. Kissling
39717676,V. Kharchenko
16636172,O. Heinivaara
21308272,J. Gump
2107228478,Z. Shen
2276106049,A. R. Omar
2333279678,Morena Gerez
92308648,B. Sultanov
8366670,N. Zakamska
2151116267,Jamie Murphy
28296880,Ling Xu
50715665,J. Amini
152788841,K. Ramesh
144702714,K. Institute
148842462,윤미선
12815305,David E Malehorn
93622481,Y. Matrosov
2347354263,Peter Rabl
6013412,G. Grafton
52297832,Vicente Magro Servet
34480040,A. A. Petrov
2334934668,Ihzaty Septiarni
147760690,Oonishi Yoshiaki
153475538,P. Gore
148127092,S. Rosa
35039959,Y. Chuang
4580512,G. Cragg
2333336219,David Gonzalez
11211760,J. Moscariello
121489817,Fanny Liebelt
2068947849,D. Nugraha
3687538,Daehwan Chung
4033643,Courtland S. Hyatt
2310077786,Claudia Pérez-Cruz
9218186,E. Koposova
6344580,G. Lemesle
48608664,W. New
144089717,V. Rao
2096073219,V. Rognoli
47365676,C. Thatcher
2233851288,Felis S
122008309,M. Escobar
2340261,Q. Zhai
107779937,A. Gonzalo
3009048,G. Rovithakis
103294134,G. N. Buynov
7732709,K. Nenkov
48932910,Sarah M. Yu
1770030,T. Ōkuma
40603760,Maranatha Ayodele
2077872420,이기장
6916336,M. Velayudham
72868099,S. Banoune
97321491,W. Cooley
117954675,A. Landsmeer
119629921,J. Herold
24057489,James P. Phipps
3576316,X. Xue
144382822,Michael Y. Ho
38322312,I. Ivanova
116494420,S. Ao
3785195,G. Turecki
2256596218,Wei Zhang
6465876,D. Da
13344240,M. Rira
145715695,Charles Williams
113457420,Карло Хайнеманн
2067784688,A. Muñoz
34621533,Yosoon Choi
145972931,R. Dengler
17128678,H. scharrer
93326329,R. Dürr
1431135132,Ali Ben-Mussa
46481080,M. Hirose
2278357569,Benjamin Dias Osorio Filho
3358466,R. Gentleman
104347312,S. López
47153494,Guifang Zhao
6451906,T. Gauler
14463673,A. K. Narayanan Nair
4524822,P. Rosário
50071951,M. Germain
2188113561,Yang Dong
144903323,A. Adams
1422490604,Asal Ahmed Al-Jawary
31243966,I. Reda
49912699,M. Schubert
144449373,M. E. Kara
2144519813,Shun Li
93419475,王严绪
123885244,Jacob A. Feder
119570309,Georg Muffat
108036398,Shibley Telhami
123164023,Ferdinand Ignaz Hinterleithner
37863203,Eve Dexter
4451412,W. Dastrù
2219475661,Abdul Aziz Assayuti
2268351510,Hyeonbin Go
107620788,О Ю Устинова
108104630,苏纽
73034820,Manuel Toselli
145732210,E. Alonso
2111199994,Chunjie Huang
4829853,V. M. Kodentsova
2058956759,Rickard Arvidsson
40509033,Simei Long
122718032,Jose G. Trevino
66133134,近藤 晴彦
13874498,Collin W. Blackburn
47312545,Jin Huiming
148118899,Shanbhag Sudhakar Pundlik
47620862,H. Wiemer
2126713724,Angeline Grace G
52113506,Watts Ms
1608869304,S. Hui
94433235,M. Rao
119031647,N. Yakovleva
9279104,S. Kothan
2237434126,Munandar Sulaeman
49574240,E. Ong
98914571,S. Bughi
3157210,X. Luan
50689238,Hongming Chen
2044522817,Jiexia Liu
49128834,J. Bhattacharyya
2252381648,Gen Kondoh
123936653,Julia Rhyder
48038522,M. V. Alonso
117451156,Yannis Suire
100478783,V. Motorin
72771794,林起彪
2257665169,A. Braganza
37771469,J. R. Maiello
2261673159,J. Fischer
2038143722,Anne-Lise Sibony
2344983,P. Bisschop
153737204,L. Yang
1402105056,M. El-Esawi
79574316,M. G. Malloy
2022650,N. Gatsonis
16751643,F. GomezMont
46801327,R. Mccarthy
94959805,A. Kholodnyi
144232686,V. Ravisankar
8627136,B. Du
136451889,荒井 晴彦
30845157,Junfeng Jiang
47453272,Brittney Williams
97646251,K. Khvostunkov
2190067501,Fredrick Kuupille
2189827436,Andrea Maio Ortigara
88750573,G. Knapp
47481567,Adams Clark
3688844,C. Pietrzik
123443454,Shan‐Kuo Han
2288624295,Ida Widianingsih
2287887939,Wenyuan Guo
121464580,J. Soh
34805589,Lisa A. Best
66407740,温激鸿
113422761,В. П. Пилюгин
1400343904,Yihang Tu
37539403,D. Spielman
4399162,Kiran Kondabagil
2149814266,C. S. Green
145946706,A. Clara
80103700,A. A. Motovilina
13162073,V. G. Shmulovich
2687987,S. Pascazio
145661471,W. Hesse
67184439,淳一 宮崎
136476238,蔡晓丰
145462555,H. Bock
39513171,S. Vijayakumar
40212133,Gyeongyong Heo
31492756,P. Klein
147383294,Larasati Sukma Wardhani
119595922,Pedro Andrade
5491631,B. Zhuravlev
2248231332,Ka-Wing Cheng
6783592,O. D. de Toledo
3006769,S. Cowburn
82312800,H. Dop
5619192,H. Ema
5676857,J. Svaldi
96040136,Jean-Pierre Nana
47094714,F. Schmitz
134356589,Melissa Diane Azar
2054636880,Julio Vidal
2108093875,Xiaozhi Zhang
3864093,Yuewen Chen
2031482,H. Zettl
83404657,Evan T. R. Rosenman
2106358872,Liang Wen
79394007,C. Palombo
89848757,O. Krstić
50793484,T. Zwierzynski
120869615,M. E. S. Teixeira
115728699,D. Santos
1422635255,E. Gómez‐Baggethun
144954841,G. Hammer
89435040,T. R. D. Nascimento
6317146,L. Plaja
6468252,G. Yirgu
122245777,K. S. Moorthy
104157244,Corliss Lamont
1435494983,格奥尔格·杜达
98207409,В. А. Беляева
144108322,V. Maximov
1401931972,K. O’Keeffe
48568563,Xueping Li
145504955,K. Pak
102613035,E. S. Greiner
66412005,H. Kehiaian
52338909,Chuck Stiggins
144832883,B. Rocha
2744660,Aba-Sah Dadzie
51171672,A. C. de Andrade
121289369,ยงยุทธ ขจรธรรม
117918602,F. Andrew
4146085,S. Sallis
2122133278,H. Stöcker
121097226,Jóana Cósta
122169044,Sabor Agnieszka
49838261,M. Nathanson
93476076,E. Hime
2113821017,Xu Xin
1439449264,Ji Wen-tin
2017893,Jen-Lin Fan
3679115,H. Lehnert
37957020,J. Gibert
1390635481,Hongtao Hu
48568435,Xiuling Li
1403568909,P. Olszewski-Kubilius
2212555,Firat Batmaz
4685143,Shino Yamasaki
7968601,G. Guseva
2120238113,H.J. Kim
152491339,A. Gens
4755006,S. Wilczyński
2244894595,Kata Kunci
88651527,Rosita Contento
2299998079,Matheus Vicente
2128476177,A. Altebainawi
75073614,مرضیه هلال بیرجندی
2059074289,A. Lukin
2216859938,J. Zheng
1406647706,A. Cranston-Gingras
2146397036,Huanyan Liu
1416283215,M. Al-Dosary
50682838,Z. Rao
26638314,Vilakshan Alambyan
1484342023,M. SheehanL
84672407,T. Estella
145270128,G. R. Stevens
1741332345,Ma. Victoria L. Fajardo
2325847959,Noah Snyder-Mackler
144906929,M. Koç
1380393923,Jada Fitzpatrick
145275343,A. Cox
1706351,K. Nakamatsu
3011603,F. Subtil
2058714704,Argilés Jm
70000971,吴为民
49260099,F. Doig
33305141,A. Ojha
153556574,S. Monod
2287340025,炳旭 梁
2257047010,Peini Lu
72505078,Hasan Sağlamel
2146347613,Baochun Chen
83230418,D. Armstrong
48985632,G. Montegrossi
46430569,A. S. Figueiredo
8491398,Zhengshi Wang
2239832716,Xiaodong Li
2083369197,F. Andreuccetti
49858174,Li Yonggang
31756063,H. Horinouchi
46827107,J. Rouland
46751748,Pratik Desai
2067376134,Mitchell
6846106,Kazutaka Kawatsu
82673180,K. Ochi
48169661,Liang Wang
52169788,Alexander Frericks
2161543,N. Wisniewski
49278735,J. Enderlein
77820683,A. Bex
152564360,K. Rifat
48727256,S. Yamazaki
92608242,L. Popa
152799783,L. Herzenberg
86951303,W. Liyanage
2135257078,السید مصطفی حسن
2337410045,R. Murugesan
9449833,N. Chanthima
108017805,宮田 律
1414674816,ロベール・ホーニング
6267356,W. Hammond
143817524,Marcus Roberts
34979409,B. D. Dhawan
91840472,O. Adlhart
2294321915,Abdul Mohamed
30880093,A. Kostianoy
32245622,J. Stark
95837306,N. Pinyol
101828980,D. Joachimiak
2257663602,R. Hackney
2066455373,D. Novitasari
69437145,P. Mchatton
2077967871,송효섭
144259046,Keith Clark
145812135,D. Jordan
1797914,K. Cardona
4026076,C. Atzema
2577094,F. Drobnic
145865822,G. Weisz
47972245,L. Cherman
2292532398,Roger Phillips
2148322768,J. Tongdang
40254516,F. Tassi
2292876968,Irma Juniar Frestiva
2237207615,Siju K P
2221345270,ميرفت مصطفي
35152100,A. Walters
2214054181,Keren Turton
122532904,D. Ramananda
103815250,S. Morishita
2448656,S. Liriano
143928245,J. Lawler
2209028479,Patrick M Archambault
2066455338,Dwi Novitasari
121282402,L. Bennett
6881242,J. Zehetner
3215064,R. Roussel
1403830336,A. Carstairs-McCarthy
102281681,A. P. Kopylov
102536660,Thalmus Magnoni Fenato
2032503582,M. A. Paramonova
48649526,S. Igarashi
94994233,Lorenzo Marchionni
39541275,L. Mason
2108289029,Yunyan Zhang
79515533,D. Rosenthal
5472970,F. Lapa
2482829,R. Kanth
2057774115,K. Kurosaki
2310079019,Rong-Jun Ni
123471947,Sabine Arend
6025998,D. Naslain
3889711,B. H. Pubols
2107338900,Y. Yamada
2151235095,Stefan Klein
2098874025,李海民
2242435943,Carmel M Hughes
3127075,M. Puri
1403185613,G. Cesa-Bianchi
2137918834,Kimion Tagwirei
2213941589,Seungbok Lee
104296749,Ivan Dragičević
6925690,Corinne Tanchot
79477122,K. Burkhardt
105022594,Emilia Hurtado Santón
69399874,N. Nurasiah
144686336,S. Takeuchi
5164450,A. Twomey
90116756,Vardiman Ph
11018702,Ayberk Altuğ
48561086,M. Thiel
30842841,E. Vlakhov
2305421,K. Schulman
32017162,C. Merrick
2102211966,K. Summerfield
1432799049,L. Sullivan
50658047,Meng Ma
116740081,H. Tan
152857166,P. Cornu
145214863,G. Gayathri
2333314791,Steve Park
74315853,W. Morse
108752424,E. Banshchikova
66238393,R. Waterhouse
11708863,H. Badreldin
46367110,D. Puleston
2085369437,H. Rabitz
123272105,Fedor V. Grechnikov
3877211,O. Zefirova
5506522,Benjamin R. Arenkiel
2069148290,J. Matthews
93191020,P. Fritz
2104171,B. Kettler
80615301,J. Nash
4617893,S. Sitaraman
1398431689,R. Angulo-Jaramillo
2310224487,Ali Abbas
1807569,G. Vallee
2219523513,Tatiana Kritskaia
1396790489,O. Raaschou-Nielsen
7273631,D. Ekowati
119795265,Aphisit Thamrongwarangkul
96101783,越後 裕司
66665189,丁杰
3965259,Evangeline S Mose
35087593,L. Lalande
143933135,I. Aksenov
49832805,Rui Zhao
152156255,R. Bonaly
2044615657,Kelvyn Mateus Dantas Prates
2096443873,V. Nasonova
89647522,M. Öteyaka
93406656,E. Winkler
91786200,Iaan Bestiuc
2072336595,C. Soto
48909948,D. Kotz
2084727086,Giovanna Suzzi
145722793,J. Torres
4442357,Sf Chen
146222100,A. Wind
32119687,J. F. Garcés
2287041717,Zhong Pei
143762946,C. James
4976873,Andrew J Hitron
2192023,E. D. Jacobson
69539441,R. Rudibyani
3822738,J. Gormley
2136376768,M. Paidar
40452023,Vinita Khatri
4393755,Adiya S. Katseff
34049729,Norio Miyamura
2761712,N. Inoue
133963485,F. Lope
34132663,G. Chai
21220733,S. Benin
48025722,D. Saito
2642349,F. Holroyd
74865471,K. Mundt
2273947389,Anil K. Jain
7631110,A. Monkman
134183553,Jan Losy z Losimthalu
49346201,Kenichi Tanaka
71153727,Ma Hong-yang
3952365,N. Raissouni
3689018,Sanjay
2215366899,Sean Wormsbecker
2186428729,Nicola Hoskins-Murphy
67288969,Wen-hsien Yang
2259578711,C. A. J. Duffy
2347207547,G. J. Frost
15741609,D. Kuhn
101453621,오광택
96795956,稻月判臣
66004807,İ. Öztürk
1453636391,王胜资（审校）
2675324,G. Vanderheiden
102239687,洲鎌 英雄
2097898403,Mariana Martins Godin
103189554,T. Mase
1504877663,Yata Jun'ichi
92002548,H. Bier
4359740,M. Zamboni
10362010,A. Seid-mohammadi
114276108,A. Chee
2215382638,Samuel Campbell
3644132,H. Skelton
145281233,G. Perna
2310614257,Eberhard Fuchs
50083410,M. Black
116609795,H. Bouraoui
143923236,H. Hassan
145988071,M. Shalaby
20467665,O. Schade
4079031,L. Weitkamp
7527478,A. Moon
115958849,Slovenská filharmónia
52011284,L. Dovleac
52031479,Allen Hamilton Ii Rick
1396291773,R. Alshamali
2107661443,Y. Zeng
5741615,Jenna R. Karras
2052570056,A. Lambert
50179825,M. Medina
93765554,上場 輝康
80628556,Clay Morgan
48532418,P. Schaible
2095778337,L. Ogilvie
4260285,G. Botta
95317141,A. Mbabu
2308487196,Daniel Harabor
5990661,E. Helwich
2942306,A. Schmid
115900511,WilliamG.J. Smith
2112655083,H. Qin
67028187,전재완
2145740302,Jing-Qiang Huang
10086585,S. Nelson
3043020,M. Pinto
2112544565,Ai-jun Li
4453808,S. Marmiroli
1816155,H. Macgillivray
153011716,F. Lucas
152517077,Ahmad Bazli Ramzi
34594636,J. F. Peixoto
90631356,G. Pueppke
13469013,Maiko Morita
47054047,K. A. Bhat
145076121,J. Duvekot
38525586,Iqra Javed
87162161,Guadalupe Gómez
152149683,B. Fleisher
6621216,P. Tylzanowski
1420745247,S. Schulz-Stübner
9128007,R. Annen
121232041,M. Tasić
47167671,S. Ueda
66705474,Wang Yi-ron
91009764,J. Lemos
2064490205,G. Gu
1470718003,Shivam Mishra
151214746,Sergi Adrover Morant
33746447,Bei Yang
107985272,李在範
2293768791,Mingjie Zhang
144344046,J. Wrubel
2266847590,Kazutaka Ikeda
2111154352,Colin Wilson
36506823,R. Lavergne
3434122,N. V. Kovalenkova
2107968510,Sen Zhang
100952830,中川秀夫
153640135,K. Smith
2932674,J. Cortada
104643242,Natascha Klocker
98365717,I. Ali
144055708,G. Campisi
95142140,J. Hylander
2593801,J. Seymour
13147500,E. Bobko
50351784,C. Grudzinskas
12029953,P. Cacchio
49336760,Weixin Wang
2067317476,S. Yambe
69511433,V. Maksymovych
146307268,Beatrice Stenkula
3694509,K. Ozawa
1777872,A. F. Veinott
66251679,S. F. Sager
94358831,刘学峰
30407607,A. Bazin
2074406778,L. Seligman
135945673,本橋 孝彦
1818702309,S. Gandhi
12105006,Agnieszka Lantowski
2287001266,Fengyin Liang
49065261,O. Rønning
144835105,J. M. Stevens
49451227,F. Wang
143712150,J. Sarmiento
2149561454,Clarisse Nunes de Carvalho
136640101,長尾 和俊
2221875453,Dr. Love Nwamadi
48536624,W. Steger
114964900,Diana Mari Siqueira e Silva
30855375,J. Meloling
145334435,C. Bueno
1437883252,K. Washio-Watanabe
97712610,Stamford Tyres
101063329,Tae-Yoon 구태윤Koo
116653419,R. Stoehr
10392791,Kakoli Parai
144494067,M. Ramos
2073987347,Marino Maggetti
